source,target,bytes,sha256
<REPO_ROOT>\apps\terminal-de-venta-system\products\pc\app\public\surface-visual-governor\reference-visual\pilot-03\recipe-export\chart.recipe.json,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\pc\reference-visual\pilot-03\recipe-export\chart.recipe.json,15232,e903c171d1b2eefa5c68b950c679d6a6810e6152874c2b1ad68ca347b3c0c430
<REPO_ROOT>\apps\terminal-de-venta-system\products\pc\app\public\surface-visual-governor\reference-visual\pilot-03\recipe-export\index.json,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\pc\reference-visual\pilot-03\recipe-export\index.json,13686,ef0f2bd5f1b9a341efcdd3ebd15cc08beb05d0ec38bfa60958b94370dc17a360
<REPO_ROOT>\apps\terminal-de-venta-system\products\pc\app\public\surface-visual-governor\reference-visual\pilot-03\recipe-export\motion.recipe.json,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\pc\reference-visual\pilot-03\recipe-export\motion.recipe.json,20929,708a6205b2c2f320ff5c3100e71bfcb195c75c36ef71fb4326e18ba649e51a10
<REPO_ROOT>\apps\terminal-de-venta-system\products\pc\app\public\surface-visual-governor\reference-visual\pilot-03\recipe-export\surface.compatibility.json,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\pc\reference-visual\pilot-03\recipe-export\surface.compatibility.json,15156,b31b35089eb47582cac70badef6855038caf3b824538b4d8d5ecf913e3e35fc3
<REPO_ROOT>\apps\terminal-de-venta-system\products\pc\app\public\surface-visual-governor\reference-visual\pilot-03\recipe-export\ultra-codex.index.json,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\pc\reference-visual\pilot-03\recipe-export\ultra-codex.index.json,182924,fc2e678cbed96a9d0f78cd52800fd0a56aeb1bb19e69a4f365b1b42de988871f
<REPO_ROOT>\apps\terminal-de-venta-system\products\pc\app\public\surface-visual-governor\reference-visual\pilot-03\recipe-export\visual.recipe.json,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\pc\reference-visual\pilot-03\recipe-export\visual.recipe.json,49153,4cf134f52f4490e803bb6d71868137ba4b12631631551678674a0671b2722556
<REPO_ROOT>\apps\terminal-de-venta-system\products\pc\app\public\surface-visual-governor\reference-visual\pilot-03\atmosphere-assets\backgrounds\aurora-slate-veil.svg,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\pc\reference-visual\pilot-03\atmosphere-assets\backgrounds\aurora-slate-veil.svg,1191,7eacb0164fe1c392c9dcb71a0e08ac184ce6b5698e841b7f201577c6656898be
<REPO_ROOT>\apps\terminal-de-venta-system\products\pc\app\public\surface-visual-governor\reference-visual\pilot-03\atmosphere-assets\backgrounds\liquid-operations-smoke.svg,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\pc\reference-visual\pilot-03\atmosphere-assets\backgrounds\liquid-operations-smoke.svg,2520,6ddc58de617baef084ab591d6d778bce59a7e96ab67d348a37a31309aa74824a
<REPO_ROOT>\apps\terminal-de-venta-system\products\pc\app\public\surface-visual-governor\reference-visual\pilot-03\atmosphere-assets\backgrounds\liquid-operations-ui-reference.png,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\pc\reference-visual\pilot-03\atmosphere-assets\backgrounds\liquid-operations-ui-reference.png,2918510,ba047f42db7038f9930a9473b73cffb9fe54fcd10c2b8e4382bce65f63d9171c
<REPO_ROOT>\apps\terminal-de-venta-system\products\pc\app\public\surface-visual-governor\reference-visual\pilot-03\atmosphere-assets\backgrounds\obsidian-cloud-motion.svg,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\pc\reference-visual\pilot-03\atmosphere-assets\backgrounds\obsidian-cloud-motion.svg,959,6ab40acf7fa6360d5dd65346b6046490f93d4072d37a519ec01d7a61795f9a5a
<REPO_ROOT>\apps\terminal-de-venta-system\products\pc\app\public\surface-visual-governor\reference-visual\pilot-03\atmosphere-assets\backgrounds\storm-cloud-operations-real.jpg,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\pc\reference-visual\pilot-03\atmosphere-assets\backgrounds\storm-cloud-operations-real.jpg,173999,9245d5f589df75a53a2e3509a5a5971ea14d2fe9366cde1e083586e917c35219
<REPO_ROOT>\apps\terminal-de-venta-system\products\pc\app\public\surface-visual-governor\reference-visual\pilot-03\atmosphere-assets\backgrounds\storm-glass-horizon.svg,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\pc\reference-visual\pilot-03\atmosphere-assets\backgrounds\storm-glass-horizon.svg,1286,89ce674e6d9a4f9474330b7b008e930b5e8eec2d7bc15cb94ea47e0a93dcf951
<REPO_ROOT>\apps\terminal-de-venta-system\products\pc\app\public\surface-visual-governor\reference-visual\pilot-03\atmosphere-assets\backgrounds\tablet-soft-gray-clouds.svg,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\pc\reference-visual\pilot-03\atmosphere-assets\backgrounds\tablet-soft-gray-clouds.svg,1335,ee21f92cb8004b1716aebe89f48272e5ed5ded32b11d66d9b04e0eb08c8ed7ba
<REPO_ROOT>\apps\terminal-de-venta-system\products\pc\app\public\surface-visual-governor\reference-visual\latest\recipe-export\background.recipe.json,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\pc\reference-visual\latest\recipe-export\background.recipe.json,41636,142bc802e6a8ec4c48f3f41a1ca0736ad14fe5554e01a41dd4c57be64345b60b
<REPO_ROOT>\apps\terminal-de-venta-system\products\pc\app\public\surface-visual-governor\reference-visual\latest\recipe-export\chart.recipe.json,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\pc\reference-visual\latest\recipe-export\chart.recipe.json,15232,e903c171d1b2eefa5c68b950c679d6a6810e6152874c2b1ad68ca347b3c0c430
<REPO_ROOT>\apps\terminal-de-venta-system\products\pc\app\public\surface-visual-governor\reference-visual\latest\recipe-export\index.json,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\pc\reference-visual\latest\recipe-export\index.json,13686,ef0f2bd5f1b9a341efcdd3ebd15cc08beb05d0ec38bfa60958b94370dc17a360
<REPO_ROOT>\apps\terminal-de-venta-system\products\pc\app\public\surface-visual-governor\reference-visual\latest\recipe-export\motion.recipe.json,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\pc\reference-visual\latest\recipe-export\motion.recipe.json,20929,708a6205b2c2f320ff5c3100e71bfcb195c75c36ef71fb4326e18ba649e51a10
<REPO_ROOT>\apps\terminal-de-venta-system\products\pc\app\public\surface-visual-governor\reference-visual\latest\recipe-export\surface.compatibility.json,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\pc\reference-visual\latest\recipe-export\surface.compatibility.json,15156,b31b35089eb47582cac70badef6855038caf3b824538b4d8d5ecf913e3e35fc3
<REPO_ROOT>\apps\terminal-de-venta-system\products\pc\app\public\surface-visual-governor\reference-visual\latest\recipe-export\ultra-codex.index.json,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\pc\reference-visual\latest\recipe-export\ultra-codex.index.json,182924,fc2e678cbed96a9d0f78cd52800fd0a56aeb1bb19e69a4f365b1b42de988871f
<REPO_ROOT>\apps\terminal-de-venta-system\products\pc\app\public\surface-visual-governor\reference-visual\latest\recipe-export\visual.recipe.json,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\pc\reference-visual\latest\recipe-export\visual.recipe.json,49153,4cf134f52f4490e803bb6d71868137ba4b12631631551678674a0671b2722556
<REPO_ROOT>\apps\terminal-de-venta-system\products\pc\app\public\surface-visual-governor\reference-visual\latest\atmosphere-assets\backgrounds\aurora-slate-veil.svg,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\pc\reference-visual\latest\atmosphere-assets\backgrounds\aurora-slate-veil.svg,1191,7eacb0164fe1c392c9dcb71a0e08ac184ce6b5698e841b7f201577c6656898be
<REPO_ROOT>\apps\terminal-de-venta-system\products\pc\app\public\surface-visual-governor\reference-visual\latest\atmosphere-assets\backgrounds\liquid-operations-smoke.svg,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\pc\reference-visual\latest\atmosphere-assets\backgrounds\liquid-operations-smoke.svg,2520,6ddc58de617baef084ab591d6d778bce59a7e96ab67d348a37a31309aa74824a
<REPO_ROOT>\apps\terminal-de-venta-system\products\pc\app\public\surface-visual-governor\reference-visual\latest\atmosphere-assets\backgrounds\liquid-operations-ui-reference.png,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\pc\reference-visual\latest\atmosphere-assets\backgrounds\liquid-operations-ui-reference.png,2918510,ba047f42db7038f9930a9473b73cffb9fe54fcd10c2b8e4382bce65f63d9171c
<REPO_ROOT>\apps\terminal-de-venta-system\products\pc\app\public\surface-visual-governor\reference-visual\latest\atmosphere-assets\backgrounds\obsidian-cloud-motion.svg,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\pc\reference-visual\latest\atmosphere-assets\backgrounds\obsidian-cloud-motion.svg,959,6ab40acf7fa6360d5dd65346b6046490f93d4072d37a519ec01d7a61795f9a5a
<REPO_ROOT>\apps\terminal-de-venta-system\products\pc\app\public\surface-visual-governor\reference-visual\latest\atmosphere-assets\backgrounds\storm-cloud-operations-real.jpg,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\pc\reference-visual\latest\atmosphere-assets\backgrounds\storm-cloud-operations-real.jpg,173999,9245d5f589df75a53a2e3509a5a5971ea14d2fe9366cde1e083586e917c35219
<REPO_ROOT>\apps\terminal-de-venta-system\products\pc\app\public\surface-visual-governor\reference-visual\latest\atmosphere-assets\backgrounds\storm-glass-horizon.svg,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\pc\reference-visual\latest\atmosphere-assets\backgrounds\storm-glass-horizon.svg,1286,89ce674e6d9a4f9474330b7b008e930b5e8eec2d7bc15cb94ea47e0a93dcf951
<REPO_ROOT>\apps\terminal-de-venta-system\products\pc\app\public\surface-visual-governor\reference-visual\latest\atmosphere-assets\backgrounds\tablet-soft-gray-clouds.svg,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\pc\reference-visual\latest\atmosphere-assets\backgrounds\tablet-soft-gray-clouds.svg,1335,ee21f92cb8004b1716aebe89f48272e5ed5ded32b11d66d9b04e0eb08c8ed7ba
<REPO_ROOT>\apps\terminal-de-venta-system\products\pc\app\public\surface-visual-governor\dashboard\latest\index.json,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\pc\dashboard\latest\index.json,847,1de1c3f89119e5282749f9367337c314361b93221905fdbb8c5e82c8c48f2075
<REPO_ROOT>\apps\terminal-de-venta-system\products\pc\app\public\surface-visual-governor\dashboard\latest\materiality-catalog.pointer.json,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\pc\dashboard\latest\materiality-catalog.pointer.json,388,69f62af9013e627a9b5b5004baef2b7f31ca561a1e032dfed8ab2284048e70e8
<REPO_ROOT>\apps\terminal-de-venta-system\products\pc\app\public\surface-visual-governor\dashboard\latest\README.md,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\pc\dashboard\latest\README.md,247,833322e6b494593f73c87c8285b50a6b419a750c770d2e01ba990bbdcd318019
<REPO_ROOT>\apps\terminal-de-venta-system\products\pc\app\public\surface-visual-governor\dashboard\latest\route-budget.pc-dashboard.pilot-04.json,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\pc\dashboard\latest\route-budget.pc-dashboard.pilot-04.json,877,66d262a2636d7fbc40e7b8b3840150a3786bf1c210ffc96fde9f269b588f0199
<REPO_ROOT>\apps\terminal-de-venta-system\products\pc\app\public\surface-visual-governor\dashboard\latest\surface-twin.pc-dashboard.json,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\pc\dashboard\latest\surface-twin.pc-dashboard.json,550,a690750ca52ae3214d8d1b93dea10c7a2dc76b41b529a81ffaf9caea4dd28c4f
<REPO_ROOT>\apps\terminal-de-venta-system\products\pc\app\public\surface-visual-governor\dashboard\latest\surface.compatibility.dashboard.json,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\pc\dashboard\latest\surface.compatibility.dashboard.json,915,99f3255e1f0cd819a6cc5ac13459147b88318559204e926d95379437319d5b88
<REPO_ROOT>\apps\terminal-de-venta-system\products\pc\app\public\surface-visual-governor\dashboard\pilot-04\index.json,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\pc\dashboard\pilot-04\index.json,847,1de1c3f89119e5282749f9367337c314361b93221905fdbb8c5e82c8c48f2075
<REPO_ROOT>\apps\terminal-de-venta-system\products\pc\app\public\surface-visual-governor\dashboard\pilot-04\materiality-catalog.pointer.json,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\pc\dashboard\pilot-04\materiality-catalog.pointer.json,388,69f62af9013e627a9b5b5004baef2b7f31ca561a1e032dfed8ab2284048e70e8
<REPO_ROOT>\apps\terminal-de-venta-system\products\pc\app\public\surface-visual-governor\dashboard\pilot-04\README.md,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\pc\dashboard\pilot-04\README.md,247,833322e6b494593f73c87c8285b50a6b419a750c770d2e01ba990bbdcd318019
<REPO_ROOT>\apps\terminal-de-venta-system\products\pc\app\public\surface-visual-governor\dashboard\pilot-04\route-budget.pc-dashboard.pilot-04.json,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\pc\dashboard\pilot-04\route-budget.pc-dashboard.pilot-04.json,877,66d262a2636d7fbc40e7b8b3840150a3786bf1c210ffc96fde9f269b588f0199
<REPO_ROOT>\apps\terminal-de-venta-system\products\pc\app\public\surface-visual-governor\dashboard\pilot-04\surface-twin.pc-dashboard.json,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\pc\dashboard\pilot-04\surface-twin.pc-dashboard.json,550,a690750ca52ae3214d8d1b93dea10c7a2dc76b41b529a81ffaf9caea4dd28c4f
<REPO_ROOT>\apps\terminal-de-venta-system\products\pc\app\public\surface-visual-governor\dashboard\pilot-04\surface.compatibility.dashboard.json,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\pc\dashboard\pilot-04\surface.compatibility.dashboard.json,915,99f3255e1f0cd819a6cc5ac13459147b88318559204e926d95379437319d5b88
<REPO_ROOT>\apps\terminal-de-venta-system\products\pc\app\public\surface-visual-governor\dashboard\pilot-04\recipe-export\background.recipe.json,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\pc\dashboard\pilot-04\recipe-export\background.recipe.json,41636,142bc802e6a8ec4c48f3f41a1ca0736ad14fe5554e01a41dd4c57be64345b60b
<REPO_ROOT>\apps\terminal-de-venta-system\products\pc\app\public\surface-visual-governor\dashboard\pilot-04\recipe-export\chart.recipe.json,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\pc\dashboard\pilot-04\recipe-export\chart.recipe.json,15232,e903c171d1b2eefa5c68b950c679d6a6810e6152874c2b1ad68ca347b3c0c430
<REPO_ROOT>\apps\terminal-de-venta-system\products\pc\app\public\surface-visual-governor\dashboard\pilot-04\recipe-export\index.json,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\pc\dashboard\pilot-04\recipe-export\index.json,13686,ef0f2bd5f1b9a341efcdd3ebd15cc08beb05d0ec38bfa60958b94370dc17a360
<REPO_ROOT>\apps\terminal-de-venta-system\products\pc\app\public\surface-visual-governor\dashboard\pilot-04\recipe-export\motion.recipe.json,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\pc\dashboard\pilot-04\recipe-export\motion.recipe.json,20929,708a6205b2c2f320ff5c3100e71bfcb195c75c36ef71fb4326e18ba649e51a10
<REPO_ROOT>\apps\terminal-de-venta-system\products\pc\app\public\surface-visual-governor\dashboard\pilot-04\recipe-export\surface.compatibility.json,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\pc\dashboard\pilot-04\recipe-export\surface.compatibility.json,15156,b31b35089eb47582cac70badef6855038caf3b824538b4d8d5ecf913e3e35fc3
<REPO_ROOT>\apps\terminal-de-venta-system\products\pc\app\public\surface-visual-governor\dashboard\pilot-04\recipe-export\ultra-codex.index.json,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\pc\dashboard\pilot-04\recipe-export\ultra-codex.index.json,182924,fc2e678cbed96a9d0f78cd52800fd0a56aeb1bb19e69a4f365b1b42de988871f
<REPO_ROOT>\apps\terminal-de-venta-system\products\pc\app\public\surface-visual-governor\dashboard\pilot-04\recipe-export\visual.recipe.json,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\pc\dashboard\pilot-04\recipe-export\visual.recipe.json,49153,4cf134f52f4490e803bb6d71868137ba4b12631631551678674a0671b2722556
<REPO_ROOT>\apps\terminal-de-venta-system\products\pc\app\public\surface-visual-governor\dashboard\pilot-04\atmosphere-assets\backgrounds\aurora-slate-veil.svg,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\pc\dashboard\pilot-04\atmosphere-assets\backgrounds\aurora-slate-veil.svg,1191,7eacb0164fe1c392c9dcb71a0e08ac184ce6b5698e841b7f201577c6656898be
<REPO_ROOT>\apps\terminal-de-venta-system\products\pc\app\public\surface-visual-governor\dashboard\pilot-04\atmosphere-assets\backgrounds\liquid-operations-smoke.svg,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\pc\dashboard\pilot-04\atmosphere-assets\backgrounds\liquid-operations-smoke.svg,2520,6ddc58de617baef084ab591d6d778bce59a7e96ab67d348a37a31309aa74824a
<REPO_ROOT>\apps\terminal-de-venta-system\products\pc\app\public\surface-visual-governor\dashboard\pilot-04\atmosphere-assets\backgrounds\liquid-operations-ui-reference.png,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\pc\dashboard\pilot-04\atmosphere-assets\backgrounds\liquid-operations-ui-reference.png,2918510,ba047f42db7038f9930a9473b73cffb9fe54fcd10c2b8e4382bce65f63d9171c
<REPO_ROOT>\apps\terminal-de-venta-system\products\pc\app\public\surface-visual-governor\dashboard\pilot-04\atmosphere-assets\backgrounds\obsidian-cloud-motion.svg,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\pc\dashboard\pilot-04\atmosphere-assets\backgrounds\obsidian-cloud-motion.svg,959,6ab40acf7fa6360d5dd65346b6046490f93d4072d37a519ec01d7a61795f9a5a
<REPO_ROOT>\apps\terminal-de-venta-system\products\pc\app\public\surface-visual-governor\dashboard\pilot-04\atmosphere-assets\backgrounds\storm-cloud-operations-real.jpg,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\pc\dashboard\pilot-04\atmosphere-assets\backgrounds\storm-cloud-operations-real.jpg,173999,9245d5f589df75a53a2e3509a5a5971ea14d2fe9366cde1e083586e917c35219
<REPO_ROOT>\apps\terminal-de-venta-system\products\pc\app\public\surface-visual-governor\dashboard\pilot-04\atmosphere-assets\backgrounds\storm-glass-horizon.svg,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\pc\dashboard\pilot-04\atmosphere-assets\backgrounds\storm-glass-horizon.svg,1286,89ce674e6d9a4f9474330b7b008e930b5e8eec2d7bc15cb94ea47e0a93dcf951
<REPO_ROOT>\apps\terminal-de-venta-system\products\pc\app\public\surface-visual-governor\dashboard\pilot-04\atmosphere-assets\backgrounds\tablet-soft-gray-clouds.svg,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\pc\dashboard\pilot-04\atmosphere-assets\backgrounds\tablet-soft-gray-clouds.svg,1335,ee21f92cb8004b1716aebe89f48272e5ed5ded32b11d66d9b04e0eb08c8ed7ba
<REPO_ROOT>\apps\terminal-de-venta-system\products\pc\app\public\surface-visual-governor\dashboard\latest\recipe-export\background.recipe.json,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\pc\dashboard\latest\recipe-export\background.recipe.json,41636,142bc802e6a8ec4c48f3f41a1ca0736ad14fe5554e01a41dd4c57be64345b60b
<REPO_ROOT>\apps\terminal-de-venta-system\products\pc\app\public\surface-visual-governor\dashboard\latest\recipe-export\chart.recipe.json,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\pc\dashboard\latest\recipe-export\chart.recipe.json,15232,e903c171d1b2eefa5c68b950c679d6a6810e6152874c2b1ad68ca347b3c0c430
<REPO_ROOT>\apps\terminal-de-venta-system\products\pc\app\public\surface-visual-governor\dashboard\latest\recipe-export\index.json,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\pc\dashboard\latest\recipe-export\index.json,13686,ef0f2bd5f1b9a341efcdd3ebd15cc08beb05d0ec38bfa60958b94370dc17a360
<REPO_ROOT>\apps\terminal-de-venta-system\products\pc\app\public\surface-visual-governor\dashboard\latest\recipe-export\motion.recipe.json,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\pc\dashboard\latest\recipe-export\motion.recipe.json,20929,708a6205b2c2f320ff5c3100e71bfcb195c75c36ef71fb4326e18ba649e51a10
<REPO_ROOT>\apps\terminal-de-venta-system\products\pc\app\public\surface-visual-governor\dashboard\latest\recipe-export\surface.compatibility.json,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\pc\dashboard\latest\recipe-export\surface.compatibility.json,15156,b31b35089eb47582cac70badef6855038caf3b824538b4d8d5ecf913e3e35fc3
<REPO_ROOT>\apps\terminal-de-venta-system\products\pc\app\public\surface-visual-governor\dashboard\latest\recipe-export\ultra-codex.index.json,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\pc\dashboard\latest\recipe-export\ultra-codex.index.json,182924,fc2e678cbed96a9d0f78cd52800fd0a56aeb1bb19e69a4f365b1b42de988871f
<REPO_ROOT>\apps\terminal-de-venta-system\products\pc\app\public\surface-visual-governor\dashboard\latest\recipe-export\visual.recipe.json,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\pc\dashboard\latest\recipe-export\visual.recipe.json,49153,4cf134f52f4490e803bb6d71868137ba4b12631631551678674a0671b2722556
<REPO_ROOT>\apps\terminal-de-venta-system\products\pc\app\public\surface-visual-governor\dashboard\latest\atmosphere-assets\backgrounds\aurora-slate-veil.svg,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\pc\dashboard\latest\atmosphere-assets\backgrounds\aurora-slate-veil.svg,1191,7eacb0164fe1c392c9dcb71a0e08ac184ce6b5698e841b7f201577c6656898be
<REPO_ROOT>\apps\terminal-de-venta-system\products\pc\app\public\surface-visual-governor\dashboard\latest\atmosphere-assets\backgrounds\liquid-operations-smoke.svg,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\pc\dashboard\latest\atmosphere-assets\backgrounds\liquid-operations-smoke.svg,2520,6ddc58de617baef084ab591d6d778bce59a7e96ab67d348a37a31309aa74824a
<REPO_ROOT>\apps\terminal-de-venta-system\products\pc\app\public\surface-visual-governor\dashboard\latest\atmosphere-assets\backgrounds\liquid-operations-ui-reference.png,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\pc\dashboard\latest\atmosphere-assets\backgrounds\liquid-operations-ui-reference.png,2918510,ba047f42db7038f9930a9473b73cffb9fe54fcd10c2b8e4382bce65f63d9171c
<REPO_ROOT>\apps\terminal-de-venta-system\products\pc\app\public\surface-visual-governor\dashboard\latest\atmosphere-assets\backgrounds\obsidian-cloud-motion.svg,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\pc\dashboard\latest\atmosphere-assets\backgrounds\obsidian-cloud-motion.svg,959,6ab40acf7fa6360d5dd65346b6046490f93d4072d37a519ec01d7a61795f9a5a
<REPO_ROOT>\apps\terminal-de-venta-system\products\pc\app\public\surface-visual-governor\dashboard\latest\atmosphere-assets\backgrounds\storm-cloud-operations-real.jpg,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\pc\dashboard\latest\atmosphere-assets\backgrounds\storm-cloud-operations-real.jpg,173999,9245d5f589df75a53a2e3509a5a5971ea14d2fe9366cde1e083586e917c35219
<REPO_ROOT>\apps\terminal-de-venta-system\products\pc\app\public\surface-visual-governor\dashboard\latest\atmosphere-assets\backgrounds\storm-glass-horizon.svg,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\pc\dashboard\latest\atmosphere-assets\backgrounds\storm-glass-horizon.svg,1286,89ce674e6d9a4f9474330b7b008e930b5e8eec2d7bc15cb94ea47e0a93dcf951
<REPO_ROOT>\apps\terminal-de-venta-system\products\pc\app\public\surface-visual-governor\dashboard\latest\atmosphere-assets\backgrounds\tablet-soft-gray-clouds.svg,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\pc\dashboard\latest\atmosphere-assets\backgrounds\tablet-soft-gray-clouds.svg,1335,ee21f92cb8004b1716aebe89f48272e5ed5ded32b11d66d9b04e0eb08c8ed7ba
<REPO_ROOT>\apps\terminal-de-venta-system\products\pc\app\src\prisma-surface-governor\surface-runtime-adapter.ts,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\contracts\runtime-adapters\pc\surface-runtime-adapter.ts,1737,6723df5377f2144d9343160cd5fc737f3de4e71cd79ade1df1cef84228db632f
<REPO_ROOT>\apps\terminal-de-venta-system\products\pc\app\scripts\verify-surface-visual-governor-pilot03.mjs,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\scripts\original-verifiers\pc\verify-surface-visual-governor-pilot03.mjs,5109,506aaac65ba2567186246a0a164a59077da9d9b77319e6c05fbe33b8aed80e54
<REPO_ROOT>\apps\terminal-de-venta-system\products\pc\app\scripts\verify-surface-visual-governor-pilot04.mjs,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\scripts\original-verifiers\pc\verify-surface-visual-governor-pilot04.mjs,4722,797f5f60afb1e75d1bc958ef87ebebd174d74ff89efe02d94710a00a10f40614
